track_name,artistas,track_popularity,track_album_name,playlist_genre,playlist_subgenre,followers,popularity,imagem_artista_url
Foolish,Ashanti,71,Ashanti,r&b,urban contemporary,1771499.0,73.0,https://i.scdn.co/image/bfda2b2f6f65c842f87f44a07f64667ac86f45f6
His Story,TLC,25,Ooooooohhh... On The TLC Tip,r&b,new jack swing,2081925.0,71.0,https://i.scdn.co/image/0a92641cc8acb39e4aee7e959cb2a42287ea4801
Killer Queen - 2011 Mix,Queen,50,Sheer Heart Attack (2011 Remaster),rock,album rock,25221186.0,89.0,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982
Te Echo De Menos,Marko Silva,63,Te Echo De Menos,latin,reggaeton,,,
It's Raining,Masked Man,13,It's Raining,latin,tropical,,,
Ambak,Jenil,28,Ambak,r&b,urban contemporary,,,
Big Drip,Fivio Foreign,73,Pain and Love - EP,rap,hip hop,,,
Runaway,Bon Jovi,69,Bon Jovi,rock,classic rock,7682913.0,80.0,https://i.scdn.co/image/255476a832d9647d73ed03ae51727cb911c565df
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,82,TESTING,rap,hip hop,6806719.0,85.0,https://i.scdn.co/image/cce607c4d975ae49d68b484eaef51a6413fa73b1
Ratchet,DJ White Shadow,23,The Clock Is Ticking,pop,post-teen pop,,,
Devoted Passion,Figub Brazlevic,53,Devoted Passion / Moonlight in Marrakech,rap,hip hop,,,
More Than a Feeling,Boston,19,Boston,rock,classic rock,,,
Magic,Coldplay,72,Ghost Stories,rock,album rock,25438677.0,89.0,https://i.scdn.co/image/c942640d486338e4ae144a497f0cfd3f35ceb7af
Think I'm In Love Again,Paul Anka,44,Duets,latin,latin pop,,,
Remember the Time,Michael Jackson,51,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",r&b,new jack swing,14383476.0,84.0,https://i.scdn.co/image/51dad9aaabe5643818840207a9a8957c2ad91bf2
What's My Age Again?,blink-182,20,Enema Of The State,rock,permanent wave,,,
California Love - Original Version,2Pac,63,Greatest Hits,rap,southern hip hop,,,
Rising Sun,George Harrison,30,Brainwashed,rock,permanent wave,,,
Feel It,Romance and Rebellion,33,Feel It,pop,indie poptimism,,,
Between Me & You,Ja Rule,1,Rule 3:36,r&b,new jack swing,,,
Gravity,yetep,44,Gravity,edm,pop edm,,,
me & ur ghost,blackbear,68,me & ur ghost,pop,indie poptimism,3031045.0,87.0,https://i.scdn.co/image/fc4e26fa446d3370789e927bacbcfa40fb648f5c
Barracuda,Heart,73,Little Queen,rock,classic rock,,,
Spicy (with Diplo & Charli XCX) - Majestic Remix,Herve Pagez,43,Spicy (with Diplo & Charli XCX) - Remixes,edm,electro house,4348.0,51.0,https://i.scdn.co/image/3447dffbc3a045d07cfb70acd4f8419863fb65ab
Eye of the Tiger,Survivor,76,Rocky IV,rock,classic rock,,,
Lo Que Te Di,Marc Anthony,64,OPUS,latin,tropical,3942882.0,79.0,https://i.scdn.co/image/41b370647dcdf6ca1b561f8196ca1426da5648ac
Lo Bailado,Ximena Sariñana,36,Lo Bailado,latin,latin pop,,,
Booti Call,Blackstreet,0,Blackstreet,r&b,new jack swing,462171.0,65.0,https://i.scdn.co/image/ebdd0e14de94e94534b91a91cdeae9ba3491dfbd
Paracetamol,Declan McKenna,59,What Do You Think About the Car?,pop,indie poptimism,,,
Bored,Billie Eilish,76,Bored,r&b,urban contemporary,24535752.0,95.0,https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8
Beautiful (feat. Camila Cabello),Bazzi,81,Beautiful (feat. Camila Cabello),r&b,hip pop,3138436.0,84.0,https://i.scdn.co/image/e459da538d58981518003fdc70d2568a7bc8a4e6
Last Night In LA - Konan Freestyle,Krept & Konan,0,7 Days,rap,southern hip hop,330498.0,68.0,https://i.scdn.co/image/8bccd7af1b0e43413b80a2331550cc365a0a3edf
Ya No Más,Nacho,67,Ya No Más,rap,trap,2475101.0,74.0,https://i.scdn.co/image/5cc54eb8a69feec4cb4e19fce79045eed32e0bed
Let Go,Hillsong Young & Free,43,Let Go,pop,dance pop,,,
Feel So Numb,Rob Zombie,0,The Sinister Urge,rock,hard rock,,,
Street Thing,Aaliyah,27,Age Ain't Nothing But A Number,r&b,new jack swing,,,
Startede Sammen,Gobs,54,Startede Sammen,rap,hip hop,,,
No Vacancy (feat. Amir),OneRepublic,27,Addictions,pop,electropop,9770529.0,85.0,https://i.scdn.co/image/5d3c1ba4fe1c8bf44591864e725d7b0f98e46755
Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,82,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),r&b,urban contemporary,9300189.0,85.0,https://i.scdn.co/image/58518a04cdd1f20a24cf0545838f3a7b775f8080
Sorry Not Sorry,Demi Lovato,5,Sorry Not Sorry,r&b,hip pop,17019014.0,86.0,https://i.scdn.co/image/51e7125964a144d5720af2a4c693255bed18443e
Humpin' Around - Radio Edit,Bobby Brown,29,'90s Soul Number 1's,r&b,new jack swing,,,
We Rise,San Holo,63,We Rise,pop,electropop,557147.0,68.0,https://i.scdn.co/image/6469320d75d068f0f5060bb61c3bbae71e8c3701
Breaking My Rules,Shannon Chapman,21,Breaking My Rules,r&b,neo soul,,,
10%,KAYTRANADA,70,BUBBA,r&b,urban contemporary,648413.0,73.0,https://i.scdn.co/image/438d3d8b6dd3b5544407bc9b95121750799b4eb2
18 and Life,Skid Row,69,Skid Row,rock,hard rock,,,
Roll With It - Explicit Album Version,Three 6 Mafia,41,Most Known Unknown (New Package-Explicit),rap,southern hip hop,,,
Love Yuh Everything,Alkaline,0,Love Yuh Everything - Single,latin,latin hip hop,,,
Lie Machine,En-Ten,30,Lie Machine,edm,electro house,,,
Lifetime,Løyd,30,A Post-Apocalyptic Modern Art Gallery,latin,latin pop,,,
Where The Hood At,DMX,66,Grand Champ,rap,gangster rap,,,
Humanity,Scorpions,55,Humanity - Hour I,rock,hard rock,,,
Fat Bottomed Girls - 2011 Remaster,Queen,67,Jazz (2011 Remaster),rock,album rock,25221186.0,89.0,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982
We Love Like Vampires,Sparks The Rescue,0,Eyes To The Sun,pop,post-teen pop,,,
Meaning of Life,Disturbed,32,The Studio Album Collection,rock,hard rock,3796006.0,78.0,https://i.scdn.co/image/b57e634f63dc9a71052c5d61cafc00d221c42afb
Feelings,FUNKYBEAT,33,Feelings,pop,dance pop,,,
All Day and All of the Night,The Kinks,69,Kinks,rock,permanent wave,,,
Look What You Made Me Do,Taylor Swift,74,reputation (Big Machine Radio Release Special),pop,post-teen pop,28516811.0,92.0,https://i.scdn.co/image/62b33d12e2b9a033cf77585f6e3d4b2c6b3a63a1
Bomb Bomb,KARD,66,KARD 1st Digital Single ‘Bomb Bomb’,pop,dance pop,,,
Nuttööö,SSIO,1,BB.U.M.SS.N. (Spezial Edition),rap,gangster rap,345720.0,63.0,https://i.scdn.co/image/6902da98807d4d958505c2b03d166d24a6aba099
Artikel - TR463,Adrian Hour,7,Toolroom Radio EP463 - Presented by Mark Knight,edm,progressive electro house,,,
I'm In Control,AlunaGeorge,5,I'm In Control,pop,electropop,383788.0,70.0,https://i.scdn.co/image/2cb91f6664f67d9bce335abd4bbf4a73a7ed9af3
Instant Funk,Merchant,39,"Beach Diggin’, Vol. 1",edm,progressive electro house,,,
Let You Down,NF,83,Perception,latin,tropical,3416056.0,85.0,https://i.scdn.co/image/55db20d7c49bdcf52162474265c66ca601054b1c
Cinnamon Girl,Neil Young,0,Everybody Knows This Is Nowhere (US Release),rock,album rock,,,
Let Me Love You,SJUR,57,Let Me Love You,pop,electropop,18882.0,52.0,https://i.scdn.co/image/f661649a2e567d153471710826d5c58111535735
What a Feeling,Toni Lo,29,Best Songs of 80's Disco Music. Las Mejores Canciones De La Música Disco De Los Años 80,pop,electropop,,,
Go West - 2003 Remaster,Pet Shop Boys,63,PopArt - The Hits,pop,electropop,,,
Therapy,Duke Dumont,54,Therapy,edm,big room,540959.0,72.0,https://i.scdn.co/image/ac3b4444881af5f927cdbdb62244ebf5f004c936
Losers,The Weeknd,62,Beauty Behind The Madness,r&b,urban contemporary,20105504.0,98.0,https://i.scdn.co/image/d9a875c37277c35b94c60c00d2cd256db098505d
More Than a Feeling,Boston,78,Boston,pop,post-teen pop,,,
Die of Thirst,Gorilla Pulp,30,Peyote Queen,rap,southern hip hop,,,
Twisted - Single Version; 2007 Remaster,Keith Sweat,32,The Best of Keith Sweat: Make You Sweat,r&b,new jack swing,,,
Roses,Pacific Air,25,Stop Talking (Spotify Exclusive),pop,indie poptimism,,,
Andar em Paz,Urias,44,Andar em Paz,latin,tropical,42434.0,49.0,https://i.scdn.co/image/21eb6d31ea94762c63b5e525b379550cde9c5471
Been A While,Sam Feldt,9,Been A While EP,latin,tropical,498822.0,80.0,https://i.scdn.co/image/7d85234afc83df9951394e9d6cb76d1fe983e0fb
What You're Made Of,Arrested Youth,50,Sobville (Episode I),rap,trap,,,
The Coast (feat. Jvzel),Far East Movement,40,The Coast (feat. Jvzel),pop,indie poptimism,,,
Movement,Jamie Woon,0,Making Time,r&b,neo soul,,,
Kung Fu,Dr. Fresch,51,Gangsta Party EP,edm,electro house,,,
No Somos Nada,Corina Smith,62,No Somos Nada,latin,reggaeton,,,
Lo Nuestro Se Murió,Gera MX,63,Lo Nuestro Se Murió,rap,hip hop,,,
Go Fuck Yourself,Two Feet,13,First Steps,rap,southern hip hop,922543.0,75.0,https://i.scdn.co/image/5a62913d360c7b7f00f187bb0ab3f596879d7ad4
Southside,Lloyd,61,Southside,r&b,urban contemporary,1351852.0,68.0,https://i.scdn.co/image/ad7bfe74eb0f28fe77e461e95aca69e6df87d489
Trojans,Atlas Genius,60,When It Was Now,rock,permanent wave,,,
Gives You Hell,The All-American Rejects,8,When The World Comes Down,rock,permanent wave,,,
Ghost - Lost Kings Remix,Halsey,1,Room 93: The Remixes,pop,indie poptimism,10299167.0,90.0,https://i.scdn.co/image/1ccc88afcd13131dc35a1bd028922dbc748a55fb
Keeping Me Under,Two Another,10,Keeping Me Under,pop,indie poptimism,,,
"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,11,Mellon Collie And The Infinite Sadness (Remastered),rock,permanent wave,,,
Ain't No Future In Yo' Frontin',MC Breed,48,MC Breed & DFC,rap,gangster rap,,,
Fallin' in Love,Faith Evans,31,Faith,r&b,neo soul,798216.0,67.0,https://i.scdn.co/image/c9253b30e414af228d6353f1236bdfe3208bbeb2
To The Sun,Deniz Koyu,0,To The Sun,edm,progressive electro house,,,
Calibrator,Bellecour,38,Calibrator,edm,electro house,,,
Long Shot - Mount Pleasant Remix,Transviolet,45,Long Shot (Mount Pleasant Remix),pop,indie poptimism,,,
Never Give You Up,Raphael Saadiq,38,The Way I See It,r&b,neo soul,,,
Butterflies and Hurricanes,Muse,58,Absolution,rock,permanent wave,5728721.0,79.0,https://i.scdn.co/image/12450535621500d6e519275f2c52d49c00a0168f
Bonnie & Clyde,BLACHA,48,Bonnie & Clyde,rap,trap,,,
Będzie Lepiej,Miyo,66,Będzie Lepiej,latin,latin pop,,,
Angel,Loyle Carner,62,"Not Waving, But Drowning",rap,hip hop,319414.0,68.0,https://i.scdn.co/image/15f255e0dc052de108f2f1663314194c3b9cdd8c
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,86,Hot (Remix) [feat. Gunna and Travis Scott],latin,latin hip hop,5093439.0,90.0,https://i.scdn.co/image/10ea494021e8341a2b5a8fcc8cd3b9a000cbc878
Moi Lolita (feat. OT),Palm Trees,44,Moi Lolita (feat. OT),latin,tropical,,,
Bring Em Out,T.I.,6,Urban Legend,rap,southern hip hop,3247332.0,78.0,https://i.scdn.co/image/eae4a88e33baad4b4ce4605aa074c45766e94d09
Roar,Katy Perry,77,PRISM (Deluxe),edm,pop edm,15233842.0,86.0,https://i.scdn.co/image/aa35fc26f93448a00947cf54fbd877759296f4ff
Ooo!,EXILE SHOKICHI,29,1114,pop,dance pop,55065.0,42.0,https://i.scdn.co/image/09c99e5249ca3a1a5d8d38b260e2a20fdb692fff
Nonstop,Drake,82,Scorpion,latin,latin pop,46297755.0,98.0,https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
Used To Love (with Dean Lewis) - SWACQ Remix,Martin Garrix,58,Used To Love (with Dean Lewis) [Remixes],edm,progressive electro house,13090645.0,85.0,https://i.scdn.co/image/19b193e731a99776449d2b06742942e1e1f58fb2
"Endow Me (feat. Fantasia, Faith Evans & Lil' Mo)",Coko,12,Gospelflava.com Presents Something On The Inside,r&b,urban contemporary,,,
Eres Mi Bendicion (feat. Alex Zurdo),Funky,54,Indestructible,latin,latin hip hop,,,
Photograph,Ed Sheeran,84,x (Deluxe Edition),latin,latin pop,62638197.0,94.0,https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
Holdin On,Party Favor,39,Layers,rap,trap,,,
Calientito Boyz,Young Eiby,36,Calientito Boyz,rap,trap,,,
Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,82,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),pop,indie poptimism,9300189.0,85.0,https://i.scdn.co/image/58518a04cdd1f20a24cf0545838f3a7b775f8080
High Hopes - Don Diablo Remix,Panic! At The Disco,60,High Hopes (Don Diablo Remix),pop,dance pop,9300189.0,85.0,https://i.scdn.co/image/58518a04cdd1f20a24cf0545838f3a7b775f8080
Redline - Radio Edit,Wolfgang Gartner,27,Redline (Radio Edit),edm,progressive electro house,,,
PURPURA,WOS,68,PURPURA,rap,trap,1041085.0,72.0,https://i.scdn.co/image/9e557e312db2fec6c81ef1e84bad2dc189dc0389
Hark,Tom Misch,43,Beat Tape 2,pop,indie poptimism,626052.0,74.0,https://i.scdn.co/image/fad839d0564bf98f27a0b0fa048d7b0ec0033651
By My Side,T-Mass,6,By My Side,rap,trap,,,
Jealous Guy - Remastered 2010,John Lennon,66,Imagine,rock,album rock,3340133.0,73.0,https://i.scdn.co/image/13092b01405a296117fc923f8b132659364b739f
Gassed Up,Upchurch,41,Creeker 2,rap,southern hip hop,,,
Nothing Breaks Like a Heart - Don Diablo Remix,Mark Ronson,66,Nothing Breaks Like a Heart (Don Diablo Remix),edm,pop edm,794013.0,79.0,https://i.scdn.co/image/d91845f215e0a90b0d4b03bf930221fdf2316b97
Tomb (feat. Rasha Kamal),Adrinaline,0,Tomb (feat. Rasha Kamal),rap,trap,,,
Violet Stars Happy Hunting! (feat. The Skunks) - EP Version,Janelle Monáe,34,Metropolis: The Chase Suite (Special Edition),pop,electropop,867353.0,70.0,https://i.scdn.co/image/01725ba396132ac8166d89d5c5d9b4afc3b83229
Ecstacy,Ballin Entertainment,0,Ultimate Freestyle Mega Mix,latin,latin hip hop,,,
"In California (feat. Lady ""V"")",Daz Dillinger,38,"Retaliation, Revenge & Get Back",rap,southern hip hop,,,
Heavy on the Bacon,Fouk,41,Heavy on the Bacon,edm,progressive electro house,,,
You're Makin' Me High,Toni Braxton,58,Secrets,r&b,new jack swing,,,
World In My Eyes - 2006 Remastered Version,Depeche Mode,49,Violator (2006 Remastered Edition),pop,electropop,,,
Runaway (U & I),Galantis,74,Pharmacy,pop,indie poptimism,2920325.0,78.0,https://i.scdn.co/image/2df5fb887384d10f117938d67e09d955b7291821
Life Itself,Glass Animals,63,How To Be A Human Being,pop,indie poptimism,1110712.0,73.0,https://i.scdn.co/image/f282504561b0c2b2ec74925793bbf132982e9098
You Owe Me - Magnace Remix,The Chainsmokers,34,You Owe Me - Remixes,edm,progressive electro house,15949888.0,88.0,https://i.scdn.co/image/960547a625bc2eb742bb3dd170cbc049d2e94cf9
Casanova,Levert,53,The Best Of Gerald Levert,r&b,urban contemporary,,,
The Groove,Fabian Mazur,56,The Groove,rap,trap,,,
Let It Snow,Boyz II Men,56,The Best Of/20th Century Masters: The Christmas Collection,r&b,neo soul,,,
With Or Without You - Jac & Harri Remix,Maddix,42,With Or Without You (Jac & Harri Remix),edm,progressive electro house,,,
Gangsta's Paradise (feat. L.V.),Coolio,19,Gangsta's Paradise (US Release),r&b,hip pop,356277.0,68.0,https://i.scdn.co/image/bdf1030866c0daf84db845d41c25e738fd7d7bdd
Fruta Prohibida,Dragon & Caballero,53,Se Siente Bien (Special Edition),latin,latin pop,,,
My Girl,The Temptations,26,The Temptations Sing Smokey,latin,latin hip hop,,,
Waves (Tomorrowland 2014 Anthem) - Original Mix,Dimitri Vegas & Like Mike,19,Waves (Tomorrowland 2014 Anthem),edm,big room,2786849.0,79.0,https://i.scdn.co/image/89cbcebacfb4706f5adc8fe1a409f4f433a15412
Sweet Home Alabama,Lynyrd Skynyrd,81,Second Helping,rap,southern hip hop,2697453.0,75.0,https://i.scdn.co/image/ae580d5ee491fc30bb9077018331e6c3e3ecd089
bad guy,Billie Eilish,95,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",r&b,urban contemporary,24535752.0,95.0,https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8
Wanda Nara,Duki Y Neo Pistea,0,Wanda Nara,rap,trap,,,
Wait for Me,CTZNJ,43,Wait for Me,pop,dance pop,,,
Devil Inside Me (feat. KARRA),KSHMR,61,Devil Inside Me (feat. KARRA),edm,pop edm,,,
She Will Be Loved - Radio Mix,Maroon 5,80,Songs About Jane: 10th Anniversary Edition,pop,post-teen pop,23843388.0,89.0,https://i.scdn.co/image/608c7b23420c9556a7eabd9097f7e171a91d3871
GRoCERIES,Chance the Rapper,71,GRoCERIES,rap,hip hop,4783381.0,84.0,https://i.scdn.co/image/0433f521b1fadf1d839b6e70c3914021f122901f
Bomb A Drop,Garmiani,52,Bomb A Drop,edm,progressive electro house,,,
My Bad Alice,Jenova Collective,1,My Bad Alice,edm,electro house,,,
Television,The Academic,24,Tales from the Backseat,rock,permanent wave,,,
Beat Like A Drum,Jenil,36,Beat Like A Drum,latin,latin pop,,,
Who - Radio Edit,Tujamo,41,Who,edm,progressive electro house,169349.0,68.0,https://i.scdn.co/image/3750d0a24b696ffa03ec2e319dcecfbd6bb42962
Int'l Players Anthem (I Choose You) (feat. OutKast),UGK,58,UGK (Underground Kingz),rap,hip hop,,,
Back,Rickyxsan,48,Back,rap,trap,,,
Diamonds and Rust,Judas Priest,0,Original Album Classics,rock,hard rock,,,
Attention,Charlie Puth,23,Attention,pop,electropop,10070721.0,82.0,https://i.scdn.co/image/6402030b18deb0ba5d7cdbf2e6727a1f36c86030
Mi soledad y yo,Alejandro Sanz,52,Grandes exitos 1991-1996,latin,latin pop,,,
Just the Way You Are,Billy Joel,68,The Stranger (Legacy Edition),rock,classic rock,,,
Ex-Factor,Ms. Lauryn Hill,67,The Miseducation of Lauryn Hill,r&b,neo soul,,,
Fat Freestyle,Fat Pat,3,Throwder Than Throwed 2k12,rap,southern hip hop,,,
PARADE,Miliyah,37,PARADE,pop,dance pop,274470.0,54.0,https://i.scdn.co/image/b340042eb8fae34d88b38015bd0085cbea15d50a
Desensitize,DREAMERS,59,Desensitize,rock,permanent wave,,,
Well I Wonder - 2011 Remaster,The Smiths,54,Meat Is Murder,rock,permanent wave,,,
Helicopter - Video Edit,Martin Garrix,2,Helicopter,edm,big room,13090645.0,85.0,https://i.scdn.co/image/19b193e731a99776449d2b06742942e1e1f58fb2
What Is Life,George Harrison,66,All Things Must Pass (Remastered),rock,permanent wave,,,
The Watcher,Dr. Dre,3,2001 (Explicit Version),rap,gangster rap,4899655.0,80.0,https://i.scdn.co/image/83d2489cade1dadcdc533ddbcd74993d0ca6d4cb
Say Something,Lucas & Steve,47,Say Something,edm,progressive electro house,,,
Кружим,Seryoga,23,Синглы,rap,gangster rap,,,
Thunder,W&W,46,Thunder,edm,big room,,,
Die For You,Otherwise,0,True Love Never Dies,rock,hard rock,,,
Supa Dupa Fly 2018,W&W,51,Supa Dupa Fly 2018,edm,big room,,,
No Rain,Blind Melon,73,Blind Melon,rock,permanent wave,,,
All I Ever Need,Austin Mahone,71,The Secret,pop,post-teen pop,1716000.0,66.0,https://i.scdn.co/image/9ba419c3c862a51be625a701b4863b82a6cb5b69
Deja Vu,J. Cole,70,4 Your Eyez Only,rap,southern hip hop,10731486.0,87.0,https://i.scdn.co/image/1e9eeefb2c94579150fc37916e8319b975ec8a52
Ni Gucci Ni Prada,Kenny Man,75,Ni Gucci Ni Prada,latin,reggaeton,,,
Losing Time,Drew Wilken,40,Losing Time,rap,trap,,,
Dude (Looks Like A Lady),Aerosmith,70,Permanent Vacation,rock,hard rock,,,
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,76,Out Of Our Heads,rock,album rock,,,
Future Nostalgia,Dua Lipa,77,Future Nostalgia,r&b,hip pop,16437833.0,95.0,https://i.scdn.co/image/330f9806621bc0fe67f5c06f2f1f8df53d011b4e
Bad Intentions,Nick Marcus,34,Bad Intentions,latin,latin pop,,,
Fee Fi Fo - Remix,Santa RM,31,Fee Fi Fo (Remix),rap,hip hop,,,
Faded - Dash Berlin Remix,Alan Walker,2,Faded (Remixes),pop,electropop,20318624.0,87.0,https://i.scdn.co/image/c5c098af718b187525fb2f78527ebf89ea1b0466
A Portarme Mal,Felipe Peláez,42,A Portarme Mal,latin,tropical,,,
Patek Water,Future,62,SUPER SLIMEY,rap,gangster rap,8603164.0,91.0,https://i.scdn.co/image/287c505d7b76d3971a8c5b2fbb3935f9b2dbc3ce
Stay Away from My Baby,Banes World,53,Drowsy,rock,permanent wave,,,
Let Her Go - Acoustic,Passenger,63,All The Little Lights,latin,latin pop,2520355.0,76.0,https://i.scdn.co/image/4cc8542ea52b2f0cc4f62d68728a6439068c28b4
Just Dance,Lady Gaga,73,The Fame,pop,post-teen pop,11321955.0,88.0,https://i.scdn.co/image/5c40cb9dc570181bd5ff5a1d1c773cc3436cae5c
I Got You,Mike Williams,56,I Got You,edm,progressive electro house,253426.0,73.0,https://i.scdn.co/image/673913702289099037f91f934344cea311385a55
君はIN the RAIN,オメガトライブ,23,First Finale,rock,album rock,,,
Start A Riot - Thundatraxx Remix,BANNERS,6,Start A Riot (Remixes),latin,tropical,,,
Cuz You're My Girl,Yung Heazy,56,Whenever You're Around I Hate Everything Less,rock,permanent wave,,,
El Perdón,Nicky Jam,7,El Perdón (w/ Enrique Iglesias),latin,latin hip hop,11493557.0,89.0,https://i.scdn.co/image/e2cc83fdb16667b0cc6c011da4747adedc759185
Close Your Eyes,Felix Jaehn,79,Close Your Eyes,edm,big room,978052.0,81.0,https://i.scdn.co/image/e968ab97624a12ed7e22aeddaaee07a9ed472f11
If Only I Could (feat. Steve Lucas) - Liem Remix,Fusion Groove Orchestra,41,If Only I Could (feat. Steve Lucas),edm,progressive electro house,,,
MakeDamnSure,Taking Back Sunday,66,Louder Now (Deluxe Edition),rock,permanent wave,,,
Rich Girl,Daryl Hall & John Oates,70,Bigger Than Both Of Us,rock,classic rock,1145307.0,75.0,https://i.scdn.co/image/cf1520ee06b1c8f139df15ae21f253af4421f153
Too Much,Tora,1,Take a Rest,pop,indie poptimism,,,
The Dark,John Clark,7,The Dark,rock,permanent wave,,,
Wake Me Up,Avicii,84,True,pop,post-teen pop,17367694.0,86.0,https://i.scdn.co/image/81b19a403109c4fe528ee3972137127b85be9519
2 Pound,Taz,24,An Empty Mind,rap,gangster rap,,,
Cold Massive Blue,Wynardtage,5,Praise The Fallen Redux,pop,electropop,,,
Look Alive (feat. Drake),BlocBoy JB,79,Look Alive (feat. Drake),rap,gangster rap,1068940.0,70.0,https://i.scdn.co/image/ab67616d0000b27355cad990bc1ce5808367fa0e
Biggest Part of Me,Ambrosia,63,One Eighty,rock,album rock,,,
Caspian,ASADI,41,Caspian,rap,trap,,,
On The Level,Cannaboy,27,Thug,latin,latin pop,,,
Mr.drip,Żabson,56,Internaziomal,rap,trap,,,
Goodie Bag,Still Woozy,45,Goodie Bag,rock,permanent wave,,,
Was 2 hol 10,Capital Bra,49,Makarov Komplex,rap,gangster rap,3286611.0,82.0,https://i.scdn.co/image/d03852fe340cb703676ef25a2e66368c788c4b95
Toxic,Yael Naim,4,Yael Naim,r&b,hip pop,,,
Burbujas de Cristal,Cartel De Santa,72,Burbujas de Cristal,rap,hip hop,,,
Slide,The Goo Goo Dolls,69,Dizzy up the Girl,rock,permanent wave,1585915.0,72.0,https://i.scdn.co/image/f4722064424e9bf36c762cb73035c093d7ee70a4
Confidently Lost,Sabrina Claudio,65,Confidently Lost,r&b,neo soul,,,
eoh - Helion Remix,Hallasen,35,eoh (Helion Remix),edm,big room,,,
Replay,Zendaya,67,Zendaya,pop,post-teen pop,2587824.0,73.0,https://i.scdn.co/image/fba29219867535aaed72b65c2cb363040cb98103
Hot,Confetti,51,Hot,pop,electropop,,,
GDFR (feat. Sage the Gemini & Lookas) - K Theory Remix,Flo Rida,49,GDFR (feat. Sage the Gemini & Lookas) [Remixes],edm,big room,7560177.0,80.0,https://i.scdn.co/image/2d0b5f483c7ed95b7c3c63147c3d38f9366b2c21
There For You - Madison Mars Remix,Martin Garrix,47,There For You: The Remixes,edm,progressive electro house,13090645.0,85.0,https://i.scdn.co/image/19b193e731a99776449d2b06742942e1e1f58fb2
Loyal (feat. Drake),PARTYNEXTDOOR,84,Loyal (feat. Drake),rap,hip hop,2306341.0,85.0,https://i.scdn.co/image/797276c2f8da713f0534e012de4d144f338e1664
ASAP,T.I.,0,Urban Legend,rap,southern hip hop,3247332.0,78.0,https://i.scdn.co/image/eae4a88e33baad4b4ce4605aa074c45766e94d09
Ojos Noche,Elsa y Elmar,60,Eres Diamante,latin,latin pop,,,
Crazy,Alex McArtor,36,"Heart Talk, Vol. I",rock,hard rock,,,
Chateau Lobby #4 (in C for Two Virgins),Father John Misty,60,"I Love You, Honeybear",pop,dance pop,,,
SippinTeaInYoHood,XXXTENTACION,0,SippinTeaInYoHood,rap,southern hip hop,19142628.0,92.0,https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6
Life Goes On,The Innocence,0,"Metropolitan Presents Tazmania, Vol. 6",latin,latin hip hop,,,
Redbone,Childish Gambino,18,"""Awaken, My Love!""",r&b,neo soul,6206637.0,83.0,https://i.scdn.co/image/2e1d974c14fb66eb5050bf3526c84c4f6e2f47ae
Bonita,Juanes,78,Bonita,pop,dance pop,,,
Get Together,The Youngbloods,39,Best Of The Youngbloods,rock,classic rock,,,
Ludo,Xabski,51,Ludo,rap,hip hop,,,
One,Måns Zelmerlöw,58,TIME,r&b,urban contemporary,128638.0,61.0,https://i.scdn.co/image/b5febaa27abf904be7eab54eaaed86f0a1b944c0
Me Voy,Cimafunk,42,Terapia,r&b,urban contemporary,,,
Love Me,Jane XØ,39,Love Me,pop,indie poptimism,44661.0,45.0,https://i.scdn.co/image/2546ccbb0cf3997f8cd1c8b1e724246c1e13d883
Lacrimosa,Apashe,55,Requiem,rap,trap,,,
Ojos Chinos,El Gran Combo De Puerto Rico,55,20th Anniversary,latin,latin pop,,,
LA CANCIÓN,J Balvin,91,OASIS,pop,dance pop,19101043.0,97.0,https://i.scdn.co/image/ae3600b01af301d517ac1426cccd4e613f335545
"You're Gonna Go Far, Kid",The Offspring,77,"Rise And Fall, Rage And Grace",rock,permanent wave,,,
Life in the Fast Lane - 2013 Remaster,Eagles,72,Hotel California (2013 Remaster),rock,classic rock,4757747.0,78.0,https://i.scdn.co/image/6b215464b769958ef1d7d9f163e3f49ebacf8842
I'll Be Back,Sam Feldt,11,Sunrise To Sunset,latin,tropical,498822.0,80.0,https://i.scdn.co/image/7d85234afc83df9951394e9d6cb76d1fe983e0fb
Cold as Ice - 2008 Remaster,Foreigner,57,No End in Sight: The Very Best of Foreigner,rock,classic rock,,,
La China Medina,Rubén Blades,27,La China Medina,latin,latin pop,,,
